x,y,z,content_id,well_id,_x,_y,_z
5626200.0,2315700.0,-490.0,2,1018р_3,5,5,5
5626200.0,2315700.0,-495.0,2,1018р_3,5,5,5
5626200.0,2315700.0,-495.0,7,1018р_3,5,5,5
5626200.0,2315700.0,-495.0,6,1018р_3,5,5,5
5626200.0,2315700.0,-500.0,6,1018р_3,5,5,5
5626200.0,2315700.0,-505.0,6,1018р_3,5,5,5
5626150.0,2315925.0,-415.0,4,1019р_1,5,5,5
5626150.0,2315925.0,-420.0,4,1019р_1,5,5,5
5626150.0,2315925.0,-420.0,2,1019р_1,5,5,5
5626150.0,2315925.0,-425.0,4,1019р_1,5,5,5
5626150.0,2315925.0,-430.0,4,1019р_1,5,5,5
5626150.0,2315925.0,-435.0,4,1019р_1,5,5,5
5626150.0,2315925.0,-435.0,2,1019р_1,5,5,5
5626150.0,2315925.0,-440.0,2,1019р_1,5,5,5
5626150.0,2315925.0,-440.0,4,1019р_1,5,5,5
5626150.0,2315925.0,-445.0,4,1019р_1,5,5,5
5626150.0,2315925.0,-450.0,4,1019р_1,5,5,5
5626150.0,2315925.0,-455.0,4,1019р_1,5,5,5
5626150.0,2315925.0,-460.0,4,1019р_1,5,5,5
5626150.0,2315925.0,-460.0,5,1019р_1,5,5,5
5626150.0,2315925.0,-465.0,5,1019р_1,5,5,5
5626150.0,2315925.0,-465.0,2,1019р_1,5,5,5
5626150.0,2315925.0,-470.0,2,1019р_1,5,5,5
5626150.0,2315925.0,-475.0,2,1019р_1,5,5,5
5626150.0,2315925.0,-480.0,2,1019р_1,5,5,5
5626150.0,2315925.0,-485.0,2,1019р_1,5,5,5
5626150.0,2315925.0,-490.0,2,1019р_1,5,5,5
5626150.0,2315925.0,-495.0,2,1019р_1,5,5,5
5626150.0,2315925.0,-495.0,7,1019р_1,5,5,5
5626130.0,2315970.0,-415.0,1,1020р_1,5,5,5
5626130.0,2315970.0,-420.0,1,1020р_1,5,5,5
5626130.0,2315970.0,-420.0,5,1020р_1,5,5,5
5626130.0,2315970.0,-425.0,5,1020р_1,5,5,5
5626130.0,2315970.0,-425.0,1,1020р_1,5,5,5
5626130.0,2315970.0,-430.0,1,1020р_1,5,5,5
5626130.0,2315970.0,-430.0,4,1020р_1,5,5,5
5626130.0,2315970.0,-435.0,4,1020р_1,5,5,5
5626130.0,2315970.0,-435.0,1,1020р_1,5,5,5
5626130.0,2315970.0,-440.0,1,1020р_1,5,5,5
5626130.0,2315970.0,-440.0,4,1020р_1,5,5,5
5626130.0,2315970.0,-445.0,4,1020р_1,5,5,5
5626130.0,2315970.0,-445.0,2,1020р_1,5,5,5
5626130.0,2315970.0,-450.0,2,1020р_1,5,5,5
5626130.0,2315970.0,-450.0,5,1020р_1,5,5,5
5626130.0,2315970.0,-450.0,4,1020р_1,5,5,5
5626130.0,2315970.0,-455.0,4,1020р_1,5,5,5
5626130.0,2315970.0,-455.0,5,1020р_1,5,5,5
5626130.0,2315970.0,-455.0,6,1020р_1,5,5,5
5626130.0,2315970.0,-460.0,6,1020р_1,5,5,5
5626200.0,2315700.0,-435.0,2,1021р_1,5,5,5
5626200.0,2315700.0,-480.0,2,1021р_1,5,5,5
5626200.0,2315700.0,-485.0,2,1021р_1,5,5,5
5626200.0,2315700.0,-490.0,6,1021р_1,5,5,5
5626130.0,2315970.0,-415.0,2,1022р_1,5,5,5
5626130.0,2315970.0,-420.0,2,1022р_1,5,5,5
5626130.0,2315970.0,-425.0,2,1022р_1,5,5,5
5626130.0,2315970.0,-430.0,2,1022р_1,5,5,5
5626130.0,2315970.0,-430.0,5,1022р_1,5,5,5
5626130.0,2315970.0,-435.0,2,1022р_1,5,5,5
5626130.0,2315970.0,-440.0,2,1022р_1,5,5,5
5626130.0,2315970.0,-440.0,5,1022р_1,5,5,5
5626130.0,2315970.0,-445.0,5,1022р_1,5,5,5
5625980.0,2315650.0,-460.0,7,1023р_10,5,5,5
5625980.0,2315650.0,-465.0,7,1023р_14,5,5,5
5625980.0,2315650.0,-475.0,7,1023р_16,5,5,5
5625980.0,2315650.0,-480.0,7,1023р_16,5,5,5
5625980.0,2315650.0,-490.0,5,1023р_18,5,5,5
5625980.0,2315650.0,-500.0,7,1023р_18,5,5,5
5625980.0,2315650.0,-435.0,7,1023р_2,5,5,5
5625980.0,2315650.0,-440.0,7,1023р_2,5,5,5
5625980.0,2315650.0,-445.0,7,1023р_4,5,5,5
5626200.0,2315700.0,-450.0,2,1025р_2,5,5,5
5626200.0,2315700.0,-455.0,2,1025р_2,5,5,5
5626200.0,2315700.0,-455.0,5,1025р_2,5,5,5
5626125.0,2315970.0,-415.0,1,1026р_1,5,5,5
5626125.0,2315970.0,-420.0,1,1026р_1,5,5,5
5626125.0,2315970.0,-420.0,5,1026р_1,5,5,5
5626125.0,2315970.0,-420.0,3,1026р_1,5,5,5
5626125.0,2315970.0,-425.0,3,1026р_1,5,5,5
5626125.0,2315970.0,-430.0,3,1026р_1,5,5,5
5626125.0,2315970.0,-435.0,3,1026р_1,5,5,5
5626125.0,2315970.0,-440.0,3,1026р_1,5,5,5
5626125.0,2315970.0,-445.0,3,1026р_1,5,5,5
5626125.0,2315970.0,-450.0,3,1026р_1,5,5,5
5626125.0,2315970.0,-455.0,3,1026р_1,5,5,5
5626125.0,2315970.0,-460.0,3,1026р_1,5,5,5
5626125.0,2315970.0,-465.0,3,1026р_1,5,5,5
5626125.0,2315970.0,-470.0,3,1026р_1,5,5,5
5626125.0,2315970.0,-475.0,3,1026р_1,5,5,5
5626125.0,2315970.0,-475.0,5,1026р_1,5,5,5
5626125.0,2315970.0,-480.0,5,1026р_1,5,5,5
5626125.0,2315970.0,-480.0,1,1026р_1,5,5,5
5626125.0,2315970.0,-485.0,1,1026р_1,5,5,5
5626125.0,2315970.0,-490.0,1,1026р_1,5,5,5
5626125.0,2315970.0,-490.0,2,1026р_1,5,5,5
5626125.0,2315970.0,-495.0,2,1026р_1,5,5,5
5626125.0,2315970.0,-495.0,3,1026р_1,5,5,5
5626125.0,2315970.0,-500.0,3,1026р_1,5,5,5
5626105.0,2316015.0,-420.0,1,1027р_2,5,5,5
5626105.0,2316015.0,-425.0,1,1027р_2,5,5,5
5626105.0,2316015.0,-430.0,1,1027р_2,5,5,5
5626105.0,2316015.0,-430.0,5,1027р_2,5,5,5
5626105.0,2316015.0,-435.0,5,1027р_2,5,5,5
5626105.0,2316015.0,-440.0,5,1027р_2,5,5,5
5626105.0,2316015.0,-440.0,6,1027р_2,5,5,5
5626105.0,2316015.0,-445.0,6,1027р_2,5,5,5
5626105.0,2316015.0,-455.0,2,1027р_4,5,5,5
5626105.0,2316015.0,-415.0,1,1029р_2,5,5,5
5626105.0,2316015.0,-420.0,5,1029р_2,5,5,5
5626105.0,2316015.0,-420.0,2,1029р_2,5,5,5
5626105.0,2316015.0,-425.0,2,1029р_2,5,5,5
5626105.0,2316015.0,-425.0,4,1029р_2,5,5,5
5626105.0,2316015.0,-425.0,6,1029р_2,5,5,5
5626105.0,2316015.0,-430.0,6,1029р_2,5,5,5
5626105.0,2316015.0,-445.0,2,1029р_4,5,5,5
5626105.0,2316015.0,-450.0,2,1029р_4,5,5,5
5626105.0,2316015.0,-420.0,4,1030р_2,5,5,5
5626105.0,2316015.0,-425.0,5,1030р_2,5,5,5
5626105.0,2316015.0,-415.0,2,1031р_1,5,5,5
5626105.0,2316015.0,-470.0,6,1031р_3,5,5,5
5625975.0,2315650.0,-445.0,2,1033р_2,5,5,5
5625975.0,2315650.0,-450.0,2,1033р_2,5,5,5
5625975.0,2315650.0,-455.0,2,1033р_2,5,5,5
5625975.0,2315650.0,-460.0,2,1033р_2,5,5,5
5625975.0,2315650.0,-465.0,2,1033р_2,5,5,5
5625975.0,2315650.0,-465.0,1,1033р_2,5,5,5
5625975.0,2315650.0,-470.0,2,1033р_2,5,5,5
5625975.0,2315650.0,-475.0,2,1033р_2,5,5,5
5625975.0,2315650.0,-475.0,5,1033р_2,5,5,5
5625975.0,2315650.0,-480.0,5,1033р_2,5,5,5
5626100.0,2316010.0,-415.0,1,1035р_1,5,5,5
5626100.0,2316010.0,-420.0,1,1035р_1,5,5,5
5626100.0,2316010.0,-425.0,1,1035р_1,5,5,5
5626100.0,2316010.0,-430.0,1,1035р_1,5,5,5
5626100.0,2316010.0,-430.0,4,1035р_1,5,5,5
5626100.0,2316010.0,-435.0,4,1035р_1,5,5,5
5626100.0,2316010.0,-440.0,4,1035р_1,5,5,5
5626100.0,2316010.0,-440.0,8,1035р_1,5,5,5
5626100.0,2316010.0,-445.0,8,1035р_1,5,5,5
5626100.0,2316010.0,-445.0,4,1035р_1,5,5,5
5626100.0,2316010.0,-450.0,8,1035р_1,5,5,5
5626100.0,2316010.0,-450.0,4,1035р_1,5,5,5
5626100.0,2316010.0,-455.0,4,1035р_1,5,5,5
5626100.0,2316010.0,-460.0,4,1035р_1,5,5,5
5626100.0,2316010.0,-465.0,4,1035р_1,5,5,5
5626100.0,2316010.0,-465.0,1,1035р_1,5,5,5
5626100.0,2316010.0,-470.0,1,1035р_1,5,5,5
5626100.0,2316010.0,-470.0,4,1035р_1,5,5,5
5626100.0,2316010.0,-470.0,8,1035р_1,5,5,5
5626100.0,2316010.0,-475.0,8,1035р_1,5,5,5
5626100.0,2316010.0,-480.0,8,1035р_1,5,5,5
5626100.0,2316010.0,-480.0,2,1035р_1,5,5,5
5626100.0,2316010.0,-485.0,2,1035р_1,5,5,5
5626100.0,2316010.0,-490.0,2,1035р_1,5,5,5
5626225.0,2315655.0,-415.0,2,1036р_1,5,5,5
5626225.0,2315655.0,-420.0,2,1036р_1,5,5,5
5626225.0,2315655.0,-425.0,2,1036р_1,5,5,5
5626225.0,2315655.0,-430.0,2,1036р_1,5,5,5
5626225.0,2315655.0,-435.0,2,1036р_1,5,5,5
5626225.0,2315655.0,-440.0,2,1036р_1,5,5,5
5626225.0,2315655.0,-445.0,2,1036р_1,5,5,5
5626225.0,2315655.0,-445.0,7,1036р_1,5,5,5
5626225.0,2315655.0,-450.0,2,1036р_1,5,5,5
5626225.0,2315655.0,-450.0,7,1036р_1,5,5,5
5626225.0,2315655.0,-455.0,2,1036р_1,5,5,5
5626225.0,2315655.0,-455.0,7,1036р_1,5,5,5
5626225.0,2315655.0,-455.0,5,1036р_1,5,5,5
5626225.0,2315655.0,-460.0,5,1036р_1,5,5,5
5626225.0,2315655.0,-460.0,2,1036р_1,5,5,5
5626225.0,2315655.0,-465.0,2,1036р_1,5,5,5
5626225.0,2315655.0,-470.0,2,1036р_1,5,5,5
5626225.0,2315655.0,-470.0,5,1036р_1,5,5,5
5626225.0,2315655.0,-470.0,8,1036р_1,5,5,5
5626225.0,2315655.0,-475.0,8,1036р_1,5,5,5
5626225.0,2315655.0,-480.0,8,1036р_1,5,5,5
5626225.0,2315655.0,-485.0,8,1036р_1,5,5,5
5626225.0,2315655.0,-485.0,4,1036р_1,5,5,5
5626225.0,2315655.0,-490.0,8,1036р_1,5,5,5
5626225.0,2315655.0,-490.0,2,1036р_1,5,5,5
5626225.0,2315655.0,-490.0,6,1036р_1,5,5,5
5626225.0,2315655.0,-495.0,6,1036р_1,5,5,5
5626225.0,2315655.0,-495.0,2,1036р_1,5,5,5
5626225.0,2315655.0,-500.0,2,1036р_1,5,5,5
5626225.0,2315655.0,-505.0,2,1036р_1,5,5,5
5626225.0,2315655.0,-510.0,2,1036р_1,5,5,5
5626225.0,2315655.0,-515.0,2,1036р_1,5,5,5
5626225.0,2315655.0,-515.0,6,1036р_1,5,5,5
5626225.0,2315655.0,-520.0,6,1036р_1,5,5,5
5626225.0,2315655.0,-525.0,6,1036р_1,5,5,5
5626225.0,2315655.0,-530.0,6,1036р_1,5,5,5
5626225.0,2315655.0,-530.0,8,1036р_1,5,5,5
5625975.0,2315650.0,-420.0,7,1037р_2,5,5,5
5625975.0,2315650.0,-425.0,7,1037р_2,5,5,5
5625975.0,2315650.0,-430.0,7,1037р_2,5,5,5
5625975.0,2315650.0,-435.0,7,1037р_2,5,5,5
5625975.0,2315650.0,-440.0,7,1037р_2,5,5,5
5625975.0,2315650.0,-445.0,7,1037р_2,5,5,5
5625975.0,2315650.0,-450.0,7,1037р_2,5,5,5
5625975.0,2315650.0,-455.0,7,1037р_2,5,5,5
5625975.0,2315650.0,-460.0,7,1037р_2,5,5,5
5625975.0,2315650.0,-465.0,7,1037р_2,5,5,5
5626225.0,2315655.0,-435.0,5,1042р_1,5,5,5
5626225.0,2315655.0,-445.0,8,1042р_1,5,5,5
5626225.0,2315655.0,-450.0,8,1042р_1,5,5,5
5626225.0,2315655.0,-450.0,5,1042р_1,5,5,5
5626225.0,2315655.0,-450.0,4,1042р_1,5,5,5
5626225.0,2315655.0,-455.0,4,1042р_1,5,5,5
5626225.0,2315655.0,-460.0,4,1042р_1,5,5,5
5626225.0,2315655.0,-465.0,4,1042р_1,5,5,5
5626225.0,2315655.0,-470.0,4,1042р_1,5,5,5
5626225.0,2315655.0,-475.0,4,1042р_1,5,5,5
5626225.0,2315655.0,-480.0,4,1042р_1,5,5,5
5626225.0,2315655.0,-490.0,4,1042р_1,5,5,5
5626225.0,2315655.0,-500.0,6,1042р_1,5,5,5
5626225.0,2315655.0,-440.0,5,1044р_1,5,5,5
5626225.0,2315655.0,-445.0,5,1044р_1,5,5,5
5626225.0,2315655.0,-485.0,2,1044р_1,5,5,5
5626225.0,2315655.0,-500.0,4,1044р_1,5,5,5
5626220.0,2315655.0,-415.0,2,1045р_2,5,5,5
5626220.0,2315655.0,-420.0,2,1045р_2,5,5,5
5626220.0,2315655.0,-425.0,2,1045р_2,5,5,5
5626220.0,2315655.0,-430.0,2,1045р_2,5,5,5
5626220.0,2315655.0,-435.0,2,1045р_2,5,5,5
5626220.0,2315655.0,-440.0,2,1045р_2,5,5,5
5626220.0,2315655.0,-445.0,2,1045р_2,5,5,5
5626220.0,2315655.0,-450.0,2,1045р_2,5,5,5
5626220.0,2315655.0,-455.0,2,1045р_2,5,5,5
5626220.0,2315655.0,-455.0,5,1045р_2,5,5,5
5626220.0,2315655.0,-455.0,4,1045р_2,5,5,5
5626220.0,2315655.0,-460.0,4,1045р_2,5,5,5
5626220.0,2315655.0,-465.0,4,1045р_2,5,5,5
5626220.0,2315655.0,-470.0,4,1045р_2,5,5,5
5626215.0,2315650.0,-415.0,2,1046р_1,5,5,5
