x,y,z,content_id,_x,_y,_z
5626200.0,2315840.0,-440.0,4,5,5,5
5626200.0,2315840.0,-445.0,4,5,5,5
5626200.0,2315840.0,-445.0,5,5,5,5
5626200.0,2315840.0,-445.0,2,5,5,5
5626200.0,2315840.0,-450.0,2,5,5,5
5626200.0,2315840.0,-455.0,2,5,5,5
5626200.0,2315840.0,-460.0,2,5,5,5
5626200.0,2315840.0,-465.0,2,5,5,5
5626200.0,2315840.0,-470.0,2,5,5,5
5626200.0,2315840.0,-475.0,2,5,5,5
5626200.0,2315840.0,-480.0,2,5,5,5
5626200.0,2315840.0,-485.0,2,5,5,5
5626200.0,2315840.0,-490.0,2,5,5,5
5626200.0,2315840.0,-495.0,2,5,5,5
5626200.0,2315840.0,-500.0,2,5,5,5
5626200.0,2315840.0,-505.0,2,5,5,5
5626200.0,2315840.0,-510.0,2,5,5,5
5626200.0,2315840.0,-515.0,2,5,5,5
5626200.0,2315840.0,-515.0,7,5,5,5
5626200.0,2315840.0,-520.0,2,5,5,5
5626200.0,2315840.0,-525.0,2,5,5,5
5626200.0,2315840.0,-530.0,2,5,5,5
5626200.0,2315840.0,-535.0,2,5,5,5
5626205.0,2315700.0,-415.0,2,5,5,5
5626205.0,2315700.0,-420.0,2,5,5,5
5626205.0,2315700.0,-425.0,2,5,5,5
5626205.0,2315700.0,-430.0,2,5,5,5
5626205.0,2315700.0,-435.0,2,5,5,5
5626205.0,2315700.0,-435.0,7,5,5,5
5626205.0,2315700.0,-440.0,7,5,5,5
5626205.0,2315700.0,-440.0,2,5,5,5
5626205.0,2315700.0,-445.0,2,5,5,5
5626205.0,2315700.0,-445.0,5,5,5,5
5626205.0,2315700.0,-450.0,5,5,5,5
5626205.0,2315700.0,-450.0,4,5,5,5
5626205.0,2315700.0,-455.0,4,5,5,5
5626205.0,2315700.0,-460.0,4,5,5,5
5626205.0,2315700.0,-465.0,4,5,5,5
5626205.0,2315700.0,-470.0,4,5,5,5
5626205.0,2315700.0,-470.0,8,5,5,5
5626205.0,2315700.0,-475.0,8,5,5,5
5626205.0,2315700.0,-480.0,8,5,5,5
5626205.0,2315700.0,-480.0,4,5,5,5
5626205.0,2315700.0,-485.0,4,5,5,5
5626205.0,2315700.0,-490.0,4,5,5,5
5626205.0,2315700.0,-490.0,5,5,5,5
5626205.0,2315700.0,-495.0,5,5,5,5
5626205.0,2315700.0,-495.0,4,5,5,5
5626205.0,2315700.0,-495.0,7,5,5,5
5626205.0,2315700.0,-500.0,7,5,5,5
5626205.0,2315700.0,-500.0,6,5,5,5
5626205.0,2315700.0,-505.0,6,5,5,5
5626155.0,2315930.0,-415.0,3,5,5,5
5626155.0,2315930.0,-420.0,3,5,5,5
5626155.0,2315930.0,-425.0,3,5,5,5
5626155.0,2315930.0,-430.0,3,5,5,5
5626155.0,2315930.0,-435.0,3,5,5,5
5626155.0,2315930.0,-435.0,6,5,5,5
5626155.0,2315930.0,-440.0,6,5,5,5
5626155.0,2315930.0,-445.0,6,5,5,5
5626155.0,2315930.0,-450.0,6,5,5,5
5626155.0,2315930.0,-450.0,4,5,5,5
5626155.0,2315930.0,-455.0,4,5,5,5
5626155.0,2315930.0,-460.0,4,5,5,5
5626155.0,2315930.0,-465.0,4,5,5,5
5626155.0,2315930.0,-470.0,4,5,5,5
5626155.0,2315930.0,-475.0,4,5,5,5
5626155.0,2315930.0,-480.0,4,5,5,5
5626155.0,2315930.0,-480.0,2,5,5,5
5626155.0,2315930.0,-485.0,2,5,5,5
5626155.0,2315930.0,-490.0,2,5,5,5
5626155.0,2315930.0,-495.0,2,5,5,5
5626155.0,2315930.0,-495.0,6,5,5,5
5626155.0,2315930.0,-415.0,4,5,5,5
5626155.0,2315930.0,-420.0,4,5,5,5
5626155.0,2315930.0,-425.0,4,5,5,5
5626155.0,2315930.0,-430.0,4,5,5,5
5626155.0,2315930.0,-435.0,4,5,5,5
5626155.0,2315930.0,-445.0,4,5,5,5
5626155.0,2315930.0,-445.0,2,5,5,5
5626155.0,2315930.0,-450.0,2,5,5,5
5626155.0,2315930.0,-470.0,2,5,5,5
5626155.0,2315930.0,-470.0,5,5,5,5
5626155.0,2315930.0,-475.0,5,5,5,5
5626155.0,2315930.0,-475.0,6,5,5,5
5626155.0,2315925.0,-415.0,4,5,5,5
5626155.0,2315925.0,-420.0,4,5,5,5
5626155.0,2315925.0,-425.0,4,5,5,5
5626155.0,2315925.0,-430.0,4,5,5,5
5626155.0,2315925.0,-435.0,4,5,5,5
5626155.0,2315925.0,-440.0,4,5,5,5
5626155.0,2315925.0,-440.0,5,5,5,5
5626155.0,2315925.0,-440.0,6,5,5,5
5626155.0,2315925.0,-445.0,6,5,5,5
5626155.0,2315925.0,-450.0,6,5,5,5
5626155.0,2315925.0,-455.0,6,5,5,5
5626155.0,2315925.0,-455.0,5,5,5,5
5626155.0,2315925.0,-455.0,4,5,5,5
5626155.0,2315925.0,-460.0,4,5,5,5
5626155.0,2315925.0,-465.0,4,5,5,5
5626155.0,2315925.0,-470.0,4,5,5,5
5626155.0,2315925.0,-475.0,4,5,5,5
5626155.0,2315925.0,-475.0,2,5,5,5
5626155.0,2315925.0,-480.0,2,5,5,5
5626155.0,2315925.0,-480.0,6,5,5,5
5626200.0,2315700.0,-415.0,2,5,5,5
5626200.0,2315700.0,-420.0,2,5,5,5
5626200.0,2315700.0,-425.0,2,5,5,5
5626200.0,2315700.0,-430.0,2,5,5,5
5626200.0,2315700.0,-430.0,7,5,5,5
5626200.0,2315700.0,-435.0,7,5,5,5
5626200.0,2315700.0,-440.0,7,5,5,5
5626200.0,2315700.0,-440.0,2,5,5,5
5626200.0,2315700.0,-445.0,2,5,5,5
5626200.0,2315700.0,-445.0,5,5,5,5
5626200.0,2315700.0,-450.0,5,5,5,5
5626200.0,2315700.0,-450.0,4,5,5,5
5626200.0,2315700.0,-455.0,4,5,5,5
5626200.0,2315700.0,-460.0,4,5,5,5
5626200.0,2315700.0,-465.0,4,5,5,5
5626200.0,2315700.0,-470.0,4,5,5,5
5626200.0,2315700.0,-475.0,4,5,5,5
5626200.0,2315700.0,-480.0,4,5,5,5
5626200.0,2315700.0,-485.0,4,5,5,5
5626200.0,2315700.0,-490.0,4,5,5,5
5626200.0,2315700.0,-490.0,2,5,5,5
5626200.0,2315700.0,-495.0,2,5,5,5
5626200.0,2315700.0,-495.0,7,5,5,5
5626200.0,2315700.0,-495.0,6,5,5,5
5626200.0,2315700.0,-500.0,6,5,5,5
5626200.0,2315700.0,-505.0,6,5,5,5
5626150.0,2315925.0,-415.0,4,5,5,5
5626150.0,2315925.0,-420.0,4,5,5,5
5626150.0,2315925.0,-420.0,2,5,5,5
5626150.0,2315925.0,-425.0,4,5,5,5
5626150.0,2315925.0,-430.0,4,5,5,5
5626150.0,2315925.0,-435.0,4,5,5,5
5626150.0,2315925.0,-435.0,2,5,5,5
5626150.0,2315925.0,-440.0,2,5,5,5
5626150.0,2315925.0,-440.0,4,5,5,5
5626150.0,2315925.0,-445.0,4,5,5,5
5626150.0,2315925.0,-450.0,4,5,5,5
5626150.0,2315925.0,-455.0,4,5,5,5
5626150.0,2315925.0,-460.0,4,5,5,5
5626150.0,2315925.0,-460.0,5,5,5,5
5626150.0,2315925.0,-465.0,5,5,5,5
5626150.0,2315925.0,-465.0,2,5,5,5
5626150.0,2315925.0,-470.0,2,5,5,5
5626150.0,2315925.0,-475.0,2,5,5,5
5626150.0,2315925.0,-480.0,2,5,5,5
5626150.0,2315925.0,-485.0,2,5,5,5
5626150.0,2315925.0,-490.0,2,5,5,5
5626150.0,2315925.0,-495.0,2,5,5,5
5626150.0,2315925.0,-495.0,7,5,5,5
5626130.0,2315970.0,-415.0,1,5,5,5
5626130.0,2315970.0,-420.0,1,5,5,5
5626130.0,2315970.0,-420.0,5,5,5,5
5626130.0,2315970.0,-425.0,5,5,5,5
5626130.0,2315970.0,-425.0,1,5,5,5
5626130.0,2315970.0,-430.0,1,5,5,5
5626130.0,2315970.0,-430.0,4,5,5,5
5626130.0,2315970.0,-435.0,4,5,5,5
5626130.0,2315970.0,-435.0,1,5,5,5
5626130.0,2315970.0,-440.0,1,5,5,5
5626130.0,2315970.0,-440.0,4,5,5,5
5626130.0,2315970.0,-445.0,4,5,5,5
5626130.0,2315970.0,-445.0,2,5,5,5
5626130.0,2315970.0,-450.0,2,5,5,5
5626130.0,2315970.0,-450.0,5,5,5,5
5626130.0,2315970.0,-450.0,4,5,5,5
5626130.0,2315970.0,-455.0,4,5,5,5
5626130.0,2315970.0,-455.0,5,5,5,5
5626130.0,2315970.0,-455.0,6,5,5,5
5626130.0,2315970.0,-460.0,6,5,5,5
5626200.0,2315700.0,-435.0,2,5,5,5
5626200.0,2315700.0,-480.0,2,5,5,5
5626200.0,2315700.0,-485.0,2,5,5,5
5626200.0,2315700.0,-490.0,6,5,5,5
5626130.0,2315970.0,-415.0,2,5,5,5
5626130.0,2315970.0,-420.0,2,5,5,5
5626130.0,2315970.0,-425.0,2,5,5,5
5626130.0,2315970.0,-430.0,2,5,5,5
5626130.0,2315970.0,-430.0,5,5,5,5
5626130.0,2315970.0,-435.0,2,5,5,5
5626130.0,2315970.0,-440.0,2,5,5,5
5626130.0,2315970.0,-440.0,5,5,5,5
5626130.0,2315970.0,-445.0,5,5,5,5
5625980.0,2315650.0,-460.0,7,5,5,5
5625980.0,2315650.0,-465.0,7,5,5,5
5625980.0,2315650.0,-475.0,7,5,5,5
5625980.0,2315650.0,-480.0,7,5,5,5
5625980.0,2315650.0,-490.0,5,5,5,5
5625980.0,2315650.0,-500.0,7,5,5,5
5625980.0,2315650.0,-435.0,7,5,5,5
5625980.0,2315650.0,-440.0,7,5,5,5
5625980.0,2315650.0,-445.0,7,5,5,5
5626200.0,2315700.0,-450.0,2,5,5,5
5626200.0,2315700.0,-455.0,2,5,5,5
5626200.0,2315700.0,-455.0,5,5,5,5
5626125.0,2315970.0,-415.0,1,5,5,5
5626125.0,2315970.0,-420.0,1,5,5,5
5626125.0,2315970.0,-420.0,5,5,5,5
5626125.0,2315970.0,-420.0,3,5,5,5
5626125.0,2315970.0,-425.0,3,5,5,5
5626125.0,2315970.0,-430.0,3,5,5,5
5626125.0,2315970.0,-435.0,3,5,5,5
5626125.0,2315970.0,-440.0,3,5,5,5
5626125.0,2315970.0,-445.0,3,5,5,5
5626125.0,2315970.0,-450.0,3,5,5,5
5626125.0,2315970.0,-455.0,3,5,5,5
5626125.0,2315970.0,-460.0,3,5,5,5
5626125.0,2315970.0,-465.0,3,5,5,5
5626125.0,2315970.0,-470.0,3,5,5,5
5626125.0,2315970.0,-475.0,3,5,5,5
5626125.0,2315970.0,-475.0,5,5,5,5
5626125.0,2315970.0,-480.0,5,5,5,5
5626125.0,2315970.0,-480.0,1,5,5,5
5626125.0,2315970.0,-485.0,1,5,5,5
5626125.0,2315970.0,-490.0,1,5,5,5
5626125.0,2315970.0,-490.0,2,5,5,5
5626125.0,2315970.0,-495.0,2,5,5,5
5626125.0,2315970.0,-495.0,3,5,5,5
5626125.0,2315970.0,-500.0,3,5,5,5
5626105.0,2316015.0,-420.0,1,5,5,5
5626105.0,2316015.0,-425.0,1,5,5,5
5626105.0,2316015.0,-430.0,1,5,5,5
5626105.0,2316015.0,-430.0,5,5,5,5
5626105.0,2316015.0,-435.0,5,5,5,5
5626105.0,2316015.0,-440.0,5,5,5,5
5626105.0,2316015.0,-440.0,6,5,5,5
5626105.0,2316015.0,-445.0,6,5,5,5
5626105.0,2316015.0,-455.0,2,5,5,5
5626105.0,2316015.0,-415.0,1,5,5,5
5626105.0,2316015.0,-420.0,5,5,5,5
5626105.0,2316015.0,-420.0,2,5,5,5
5626105.0,2316015.0,-425.0,2,5,5,5
5626105.0,2316015.0,-425.0,4,5,5,5
5626105.0,2316015.0,-425.0,6,5,5,5
5626105.0,2316015.0,-430.0,6,5,5,5
5626105.0,2316015.0,-445.0,2,5,5,5
5626105.0,2316015.0,-450.0,2,5,5,5
5626105.0,2316015.0,-420.0,4,5,5,5
5626105.0,2316015.0,-425.0,5,5,5,5
5626105.0,2316015.0,-415.0,2,5,5,5
5626105.0,2316015.0,-470.0,6,5,5,5
5625975.0,2315650.0,-445.0,2,5,5,5
5625975.0,2315650.0,-450.0,2,5,5,5
5625975.0,2315650.0,-455.0,2,5,5,5
5625975.0,2315650.0,-460.0,2,5,5,5
5625975.0,2315650.0,-465.0,2,5,5,5
5625975.0,2315650.0,-465.0,1,5,5,5
5625975.0,2315650.0,-470.0,2,5,5,5
5625975.0,2315650.0,-475.0,2,5,5,5
5625975.0,2315650.0,-475.0,5,5,5,5
5625975.0,2315650.0,-480.0,5,5,5,5
5626100.0,2316010.0,-415.0,1,5,5,5
5626100.0,2316010.0,-420.0,1,5,5,5
5626100.0,2316010.0,-425.0,1,5,5,5
5626100.0,2316010.0,-430.0,1,5,5,5
5626100.0,2316010.0,-430.0,4,5,5,5
5626100.0,2316010.0,-435.0,4,5,5,5
5626100.0,2316010.0,-440.0,4,5,5,5
5626100.0,2316010.0,-440.0,8,5,5,5
5626100.0,2316010.0,-445.0,8,5,5,5
5626100.0,2316010.0,-445.0,4,5,5,5
5626100.0,2316010.0,-450.0,8,5,5,5
5626100.0,2316010.0,-450.0,4,5,5,5
5626100.0,2316010.0,-455.0,4,5,5,5
5626100.0,2316010.0,-460.0,4,5,5,5
5626100.0,2316010.0,-465.0,4,5,5,5
5626100.0,2316010.0,-465.0,1,5,5,5
5626100.0,2316010.0,-470.0,1,5,5,5
5626100.0,2316010.0,-470.0,4,5,5,5
5626100.0,2316010.0,-470.0,8,5,5,5
5626100.0,2316010.0,-475.0,8,5,5,5
5626100.0,2316010.0,-480.0,8,5,5,5
5626100.0,2316010.0,-480.0,2,5,5,5
5626100.0,2316010.0,-485.0,2,5,5,5
5626100.0,2316010.0,-490.0,2,5,5,5
5626225.0,2315655.0,-415.0,2,5,5,5
5626225.0,2315655.0,-420.0,2,5,5,5
5626225.0,2315655.0,-425.0,2,5,5,5
5626225.0,2315655.0,-430.0,2,5,5,5
5626225.0,2315655.0,-435.0,2,5,5,5
5626225.0,2315655.0,-440.0,2,5,5,5
5626225.0,2315655.0,-445.0,2,5,5,5
5626225.0,2315655.0,-445.0,7,5,5,5
5626225.0,2315655.0,-450.0,2,5,5,5
5626225.0,2315655.0,-450.0,7,5,5,5
5626225.0,2315655.0,-455.0,2,5,5,5
5626225.0,2315655.0,-455.0,7,5,5,5
5626225.0,2315655.0,-455.0,5,5,5,5
5626225.0,2315655.0,-460.0,5,5,5,5
5626225.0,2315655.0,-460.0,2,5,5,5
5626225.0,2315655.0,-465.0,2,5,5,5
5626225.0,2315655.0,-470.0,2,5,5,5
5626225.0,2315655.0,-470.0,5,5,5,5
5626225.0,2315655.0,-470.0,8,5,5,5
5626225.0,2315655.0,-475.0,8,5,5,5
5626225.0,2315655.0,-480.0,8,5,5,5
5626225.0,2315655.0,-485.0,8,5,5,5
5626225.0,2315655.0,-485.0,4,5,5,5
5626225.0,2315655.0,-490.0,8,5,5,5
5626225.0,2315655.0,-490.0,2,5,5,5
5626225.0,2315655.0,-490.0,6,5,5,5
5626225.0,2315655.0,-495.0,6,5,5,5
5626225.0,2315655.0,-495.0,2,5,5,5
5626225.0,2315655.0,-500.0,2,5,5,5
5626225.0,2315655.0,-505.0,2,5,5,5
5626225.0,2315655.0,-510.0,2,5,5,5
5626225.0,2315655.0,-515.0,2,5,5,5
5626225.0,2315655.0,-515.0,6,5,5,5
5626225.0,2315655.0,-520.0,6,5,5,5
5626225.0,2315655.0,-525.0,6,5,5,5
5626225.0,2315655.0,-530.0,6,5,5,5
5626225.0,2315655.0,-530.0,11,5,5,5
5625975.0,2315650.0,-420.0,7,5,5,5
5625975.0,2315650.0,-425.0,7,5,5,5
5625975.0,2315650.0,-430.0,7,5,5,5
5625975.0,2315650.0,-435.0,7,5,5,5
5625975.0,2315650.0,-440.0,7,5,5,5
5625975.0,2315650.0,-445.0,7,5,5,5
5625975.0,2315650.0,-450.0,7,5,5,5
5625975.0,2315650.0,-455.0,7,5,5,5
5625975.0,2315650.0,-460.0,7,5,5,5
5625975.0,2315650.0,-465.0,7,5,5,5
5626225.0,2315655.0,-435.0,5,5,5,5
5626225.0,2315655.0,-445.0,8,5,5,5
5626225.0,2315655.0,-450.0,8,5,5,5
5626225.0,2315655.0,-450.0,5,5,5,5
5626225.0,2315655.0,-450.0,4,5,5,5
5626225.0,2315655.0,-455.0,4,5,5,5
5626225.0,2315655.0,-460.0,4,5,5,5
5626225.0,2315655.0,-465.0,4,5,5,5
5626225.0,2315655.0,-470.0,4,5,5,5
5626225.0,2315655.0,-475.0,4,5,5,5
5626225.0,2315655.0,-480.0,4,5,5,5
5626225.0,2315655.0,-490.0,4,5,5,5
5626225.0,2315655.0,-500.0,6,5,5,5
5626225.0,2315655.0,-440.0,5,5,5,5
5626225.0,2315655.0,-445.0,5,5,5,5
5626225.0,2315655.0,-485.0,2,5,5,5
5626225.0,2315655.0,-500.0,4,5,5,5
5626220.0,2315655.0,-415.0,2,5,5,5
5626220.0,2315655.0,-420.0,2,5,5,5
5626220.0,2315655.0,-425.0,2,5,5,5
5626220.0,2315655.0,-430.0,2,5,5,5
5626220.0,2315655.0,-435.0,2,5,5,5
5626220.0,2315655.0,-440.0,2,5,5,5
5626220.0,2315655.0,-445.0,2,5,5,5
5626220.0,2315655.0,-450.0,2,5,5,5
5626220.0,2315655.0,-455.0,2,5,5,5
5626220.0,2315655.0,-455.0,5,5,5,5
5626220.0,2315655.0,-455.0,4,5,5,5
5626220.0,2315655.0,-460.0,4,5,5,5
5626220.0,2315655.0,-465.0,4,5,5,5
5626220.0,2315655.0,-470.0,4,5,5,5
5626215.0,2315650.0,-415.0,2,5,5,5
5626215.0,2315650.0,-420.0,2,5,5,5
5626215.0,2315650.0,-425.0,2,5,5,5
5626215.0,2315650.0,-430.0,2,5,5,5
5626215.0,2315650.0,-435.0,2,5,5,5
5626215.0,2315650.0,-440.0,2,5,5,5
5626215.0,2315650.0,-440.0,1,5,5,5
5626215.0,2315650.0,-445.0,1,5,5,5
5626215.0,2315650.0,-445.0,2,5,5,5
5626215.0,2315650.0,-450.0,2,5,5,5
5626215.0,2315650.0,-455.0,2,5,5,5
5626215.0,2315650.0,-460.0,2,5,5,5
5626215.0,2315650.0,-465.0,2,5,5,5
5626215.0,2315650.0,-470.0,2,5,5,5
5626215.0,2315650.0,-475.0,2,5,5,5
5626215.0,2315650.0,-480.0,2,5,5,5
5626215.0,2315650.0,-485.0,2,5,5,5
5626215.0,2315650.0,-490.0,2,5,5,5
5626215.0,2315650.0,-495.0,2,5,5,5
5626215.0,2315650.0,-500.0,2,5,5,5
5626215.0,2315650.0,-500.0,1,5,5,5
5626215.0,2315650.0,-505.0,1,5,5,5
5626215.0,2315650.0,-510.0,1,5,5,5
5626215.0,2315650.0,-510.0,2,5,5,5
5626215.0,2315650.0,-515.0,1,5,5,5
5626215.0,2315650.0,-515.0,2,5,5,5
5626215.0,2315650.0,-515.0,5,5,5,5
5626215.0,2315650.0,-520.0,5,5,5,5
5626215.0,2315650.0,-520.0,4,5,5,5
5626215.0,2315650.0,-525.0,4,5,5,5
5626215.0,2315650.0,-525.0,5,5,5,5
5626215.0,2315650.0,-530.0,5,5,5,5
5626215.0,2315650.0,-530.0,4,5,5,5
5626215.0,2315650.0,-530.0,8,5,5,5
5626215.0,2315650.0,-535.0,4,5,5,5
5626215.0,2315650.0,-540.0,4,5,5,5
5626215.0,2315650.0,-545.0,4,5,5,5
5626215.0,2315650.0,-550.0,4,5,5,5
5626215.0,2315650.0,-550.0,5,5,5,5
5626215.0,2315650.0,-550.0,2,5,5,5
5626215.0,2315650.0,-555.0,2,5,5,5
5626215.0,2315650.0,-560.0,2,5,5,5
5626215.0,2315650.0,-565.0,2,5,5,5
5626215.0,2315650.0,-570.0,2,5,5,5
5626215.0,2315650.0,-575.0,2,5,5,5
5626215.0,2315650.0,-435.0,1,5,5,5
5626215.0,2315650.0,-485.0,1,5,5,5
5626215.0,2315650.0,-490.0,1,5,5,5
5626215.0,2315650.0,-495.0,1,5,5,5
5626215.0,2315650.0,-505.0,2,5,5,5
5626215.0,2315650.0,-520.0,2,5,5,5
5626215.0,2315650.0,-525.0,2,5,5,5
5626215.0,2315650.0,-530.0,2,5,5,5
5626215.0,2315650.0,-535.0,2,5,5,5
5626215.0,2315650.0,-535.0,7,5,5,5
5626215.0,2315650.0,-540.0,7,5,5,5
5626215.0,2315650.0,-545.0,7,5,5,5
5626215.0,2315650.0,-545.0,5,5,5,5
5626215.0,2315650.0,-545.0,8,5,5,5
5626215.0,2315650.0,-550.0,8,5,5,5
5626215.0,2315650.0,-555.0,4,5,5,5
5626215.0,2315650.0,-560.0,4,5,5,5
5626215.0,2315650.0,-565.0,4,5,5,5
5626215.0,2315650.0,-565.0,5,5,5,5
5626215.0,2315650.0,-570.0,5,5,5,5
5626215.0,2315650.0,-580.0,2,5,5,5
5626215.0,2315650.0,-585.0,2,5,5,5
5626075.0,2315780.0,-435.0,7,5,5,5
5626075.0,2315780.0,-435.0,2,5,5,5
5626075.0,2315780.0,-440.0,2,5,5,5
5626075.0,2315780.0,-445.0,2,5,5,5
5626075.0,2315780.0,-450.0,2,5,5,5
5626075.0,2315780.0,-455.0,2,5,5,5
5626075.0,2315780.0,-460.0,2,5,5,5
5626075.0,2315780.0,-465.0,2,5,5,5
5626075.0,2315780.0,-470.0,2,5,5,5
5626075.0,2315780.0,-475.0,2,5,5,5
5626075.0,2315780.0,-480.0,2,5,5,5
5626075.0,2315780.0,-485.0,2,5,5,5
5626075.0,2315780.0,-490.0,2,5,5,5
5626075.0,2315780.0,-495.0,2,5,5,5
5626075.0,2315780.0,-500.0,2,5,5,5
5626075.0,2315780.0,-505.0,2,5,5,5
5626075.0,2315780.0,-510.0,2,5,5,5
5626075.0,2315780.0,-510.0,5,5,5,5
5626075.0,2315780.0,-510.0,4,5,5,5
5626075.0,2315780.0,-515.0,4,5,5,5
5626075.0,2315780.0,-520.0,4,5,5,5
5626075.0,2315780.0,-525.0,4,5,5,5
5626075.0,2315780.0,-530.0,4,5,5,5
5626075.0,2315780.0,-530.0,2,5,5,5
5626075.0,2315780.0,-535.0,2,5,5,5
5626075.0,2315780.0,-535.0,6,5,5,5
5626075.0,2315780.0,-540.0,6,5,5,5
5626075.0,2315780.0,-545.0,6,5,5,5
5626075.0,2315780.0,-550.0,6,5,5,5
5626075.0,2315780.0,-550.0,2,5,5,5
5626075.0,2315780.0,-555.0,2,5,5,5
5626075.0,2315780.0,-555.0,6,5,5,5
5626075.0,2315780.0,-560.0,6,5,5,5
5626245.0,2315610.0,-415.0,2,5,5,5
5626245.0,2315610.0,-420.0,2,5,5,5
5626245.0,2315610.0,-425.0,2,5,5,5
5626245.0,2315610.0,-430.0,2,5,5,5
5626245.0,2315610.0,-435.0,2,5,5,5
5626245.0,2315610.0,-440.0,2,5,5,5
5626245.0,2315610.0,-440.0,1,5,5,5
5626245.0,2315610.0,-445.0,1,5,5,5
5626245.0,2315610.0,-445.0,5,5,5,5
5626245.0,2315610.0,-450.0,5,5,5,5
5626245.0,2315610.0,-450.0,2,5,5,5
5626245.0,2315610.0,-455.0,2,5,5,5
